"Station Name","CALGARY INTL A"
"Province","ALBERTA"
"Current Station Operator","NAV Canada"
"Latitude","51.12"
"Longitude","-114.01"
"Elevation","1099.10"
"Climate Identifier","3031092"
"WMO Identifier","71877"
"TC Identifier","YYC"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2019-04-17 05:00","2019","04","17","05:00","2.0","","-7.8","","48","","21","","4","","32.2","","88.42","","","","","","Mostly Cloudy"
"2019-04-17 06:00","2019","04","17","06:00","2.6","","-6.9","","50","","22","","6","","48.3","","88.43","","","","","","NA"
"2019-04-17 07:00","2019","04","17","07:00","4.6","","-6.4","","45","","17","","4","","64.4","","88.47","","","","","","NA"
"2019-04-17 08:00","2019","04","17","08:00","7.5","","-6.1","","37","","27","","12","","64.4","","88.54","","","","","","Mainly Clear"
"2019-04-17 09:00","2019","04","17","09:00","9.6","","-5.4","","34","","29","","22","","64.4","","88.57","","","","","","NA"
"2019-04-17 10:00","2019","04","17","10:00","11.1","","-8.2","","25","","29","","30","","64.4","","88.57","","","","","","NA"
"2019-04-17 11:00","2019","04","17","11:00","11.8","","-4.8","","31","","35","","10","","64.4","","88.60","","","","","","Mostly Cloudy"
"2019-04-17 12:00","2019","04","17","12:00","10.5","","-5.7","","31","","2","","25","","64.4","","88.63","","","","","","NA"
"2019-04-17 13:00","2019","04","17","13:00","10.8","","-7.4","","27","","2","","10","","64.4","","88.60","","","","","","NA"
"2019-04-17 14:00","2019","04","17","14:00","13.4","","-11.5","","17","","27","","26","","64.4","","88.55","","","","","","Mostly Cloudy"
"2019-04-17 15:00","2019","04","17","15:00","13.5","","-11.5","","16","","28","","32","","64.4","","88.55","","","","","","NA"
"2019-04-17 16:00","2019","04","17","16:00","14.1","","-10.8","","17","","28","","36","","64.4","","88.59","","","","","","NA"
"2019-04-17 17:00","2019","04","17","17:00","12.8","","-10.3","","19","","29","","37","","64.4","","88.67","","","","","","Mainly Clear"
"2019-04-17 18:00","2019","04","17","18:00","11.5","","-9.7","","22","","31","","28","","64.4","","88.78","","","","","","NA"
"2019-04-17 19:00","2019","04","17","19:00","10.6","","-9.2","","24","","30","","21","","48.3","","88.86","","","","","","NA"
"2019-04-17 20:00","2019","04","17","20:00","8.9","","-8.8","","28","","30","","17","","32.2","","88.97","","","","","","Mainly Clear"
"2019-04-17 21:00","2019","04","17","21:00","6.6","","-4.5","","45","","6","","12","","24.1","","89.14","","","","","","NA"
"2019-04-17 22:00","2019","04","17","22:00","5.6","","-3.6","","52","","8","","6","","24.1","","89.21","","","","","","NA"
"2019-04-17 23:00","2019","04","17","23:00","5.4","","-2.5","","57","","19","","7","","24.1","","89.26","","","","","","Mostly Cloudy"
"2019-04-18 00:00","2019","04","18","00:00","4.2","","-2.4","","62","","19","","9","","24.1","","89.28","","","","","","NA"
"2019-04-18 01:00","2019","04","18","01:00","3.4","","-2.7","","64","","20","","12","","24.1","","89.29","","","","","","NA"
"2019-04-18 02:00","2019","04","18","02:00","3.8","","-3.0","","61","","23","","12","","24.1","","89.27","","","","","","Clear"
"2019-04-18 03:00","2019","04","18","03:00","2.0","","-2.9","","70","","21","","9","","24.1","","89.21","","","","","","NA"
"2019-04-18 04:00","2019","04","18","04:00","2.4","","-4.2","","62","","19","","5","","24.1","","89.21","","","","","","NA"
"2019-04-18 05:00","2019","04","18","05:00","1.7","","-4.3","","64","","21","","9","","32.2","","89.15","","","","","","Mainly Clear"
"2019-04-18 06:00","2019","04","18","06:00","2.8","","-4.5","","59","","17","","6","","64.4","","89.15","","","","","","NA"
"2019-04-18 07:00","2019","04","18","07:00","3.7","","-3.4","","60","","16","","10","","64.4","","89.13","","","","","","NA"
"2019-04-18 08:00","2019","04","18","08:00","6.7","","-4.5","","45","","18","","16","","64.4","","89.10","","","","","","Mostly Cloudy"
"2019-04-18 09:00","2019","04","18","09:00","8.3","","-3.7","","42","","17","","10","","64.4","","89.08","","","","","","NA"
"2019-04-18 10:00","2019","04","18","10:00","11.7","","-3.0","","36","","21","","9","","64.4","","89.08","","","","","","NA"
"2019-04-18 11:00","2019","04","18","11:00","14.1","","-2.6","","31","","18","","13","","64.4","","89.03","","","","","","Mostly Cloudy"
"2019-04-18 12:00","2019","04","18","12:00","16.2","","-1.9","","29","","15","","14","","64.4","","88.95","","","","","","NA"
"2019-04-18 13:00","2019","04","18","13:00","17.2","","-1.9","","27","","20","","14","","64.4","","88.84","","","","","","NA"
"2019-04-18 14:00","2019","04","18","14:00","18.5","","-1.6","","25","","20","","12","","64.4","","88.78","","","","","","Mostly Cloudy"
"2019-04-18 15:00","2019","04","18","15:00","19.3","","-2.3","","23","","25","","12","","64.4","","88.69","","","","","","NA"
"2019-04-18 16:00","2019","04","18","16:00","18.5","","-1.7","","25","","29","","27","","48.3","","88.64","","","","","","NA"
"2019-04-18 17:00","2019","04","18","17:00","17.9","","-0.6","","28","","29","","21","","48.3","","88.60","","","","","","Mostly Cloudy"
"2019-04-18 18:00","2019","04","18","18:00","18.1","","-0.9","","27","","27","","18","","48.3","","88.52","","","","","","NA"
"2019-04-18 19:00","2019","04","18","19:00","16.5","","-0.6","","31","","29","","30","","48.3","","88.45","","","","","","NA"
"2019-04-18 20:00","2019","04","18","20:00","14.1","","-0.4","","37","","32","","20","","48.3","","88.47","","","","","","Mostly Cloudy"
"2019-04-18 21:00","2019","04","18","21:00","12.7","","0.0","","41","","36","","2","","24.1","","88.44","","","","","","NA"
"2019-04-18 22:00","2019","04","18","22:00","12.1","","-0.1","","43","","29","","9","","24.1","","88.38","","","","","","NA"
"2019-04-18 23:00","2019","04","18","23:00","10.2","","0.4","","50","","22","","5","","24.1","","88.33","","","","","","Mainly Clear"
"2019-04-19 00:00","2019","04","19","00:00","9.9","","0.3","","51","","28","","10","","24.1","","88.30","","","","","","NA"
"2019-04-19 01:00","2019","04","19","01:00","10.4","","0.0","","48","","23","","13","","24.1","","88.26","","","","","","NA"
"2019-04-19 02:00","2019","04","19","02:00","10.1","","-0.4","","48","","23","","8","","24.1","","88.22","","","","","","Mainly Clear"
"2019-04-19 03:00","2019","04","19","03:00","9.3","","-0.4","","51","","24","","10","","24.1","","88.21","","","","","","NA"
"2019-04-19 04:00","2019","04","19","04:00","12.3","","-0.2","","42","","27","","16","","24.1","","88.23","","","","","","NA"
"2019-04-19 05:00","2019","04","19","05:00","5.9","","0.4","","68","","1","","39","","48.3","","88.37","","","","","","Mainly Clear"
"2019-04-19 06:00","2019","04","19","06:00","4.1","","1.1","","81","","36","","16","","64.4","","88.39","","","","","","NA"
"2019-04-19 07:00","2019","04","19","07:00","5.6","","2.2","","79","","36","","16","","56.3","","88.42","","","","","","NA"
"2019-04-19 08:00","2019","04","19","08:00","7.0","","2.8","","74","","36","","16","","48.3","","88.45","","","","","","Mainly Clear"
"2019-04-19 09:00","2019","04","19","09:00","8.1","","1.3","","62","","3","","25","","40.2","","88.44","","","","","","NA"
"2019-04-19 10:00","2019","04","19","10:00","7.1","","1.3","","67","","4","","21","","32.2","","88.48","","","","","","NA"
"2019-04-19 11:00","2019","04","19","11:00","6.8","","1.9","","71","","4","","17","","32.2","","88.44","","","","","","Cloudy"
"2019-04-19 12:00","2019","04","19","12:00","6.0","","1.3","","72","","36","","19","","32.2","","88.43","","","","","","NA"
"2019-04-19 13:00","2019","04","19","13:00","6.8","","0.4","","64","","2","","11","","24.1","","88.39","","","","","","NA"
"2019-04-19 14:00","2019","04","19","14:00","7.1","","0.5","","63","","1","","9","","24.1","","88.35","","","","","","Cloudy"
"2019-04-19 15:00","2019","04","19","15:00","7.2","","0.4","","62","","5","","11","","24.1","","88.28","","","","","","NA"
"2019-04-19 16:00","2019","04","19","16:00","7.0","","0.3","","62","","4","","12","","24.1","","88.26","","","","","","NA"
"2019-04-19 17:00","2019","04","19","17:00","6.7","","-0.2","","61","","1","","18","","24.1","","88.29","","","","","","Cloudy"
"2019-04-19 18:00","2019","04","19","18:00","4.0","","0.6","","78","","36","","31","","17.7","","88.33","","","","","","Rain"
"2019-04-19 19:00","2019","04","19","19:00","2.8","","1.1","","89","","35","","22","","9.7","","88.39","","","","","","Rain,Fog"
"2019-04-19 20:00","2019","04","19","20:00","2.7","","1.3","","90","","35","","7","","9.7","","88.41","","","","","","Rain,Fog"
"2019-04-19 21:00","2019","04","19","21:00","2.8","","1.5","","91","","35","","3","","9.7","","88.44","","","","","","Rain,Fog"
"2019-04-19 22:00","2019","04","19","22:00","3.2","","1.7","","90","","25","","8","","16.1","","88.45","","","","","","Rain"
"2019-04-19 23:00","2019","04","19","23:00","2.8","","1.1","","89","","26","","11","","19.3","","88.45","","","","","","Mostly Cloudy"
"2019-04-20 00:00","2019","04","20","00:00","2.8","","0.8","","86","","25","","12","","24.1","","88.49","","","","","","NA"
"2019-04-20 01:00","2019","04","20","01:00","2.7","","0.6","","86","","26","","11","","24.1","","88.52","","","","","","NA"
"2019-04-20 02:00","2019","04","20","02:00","1.7","","-0.2","","87","","35","","13","","24.1","","88.53","","","","","","Mainly Clear"
"2019-04-20 03:00","2019","04","20","03:00","3.0","","0.3","","83","","26","","6","","24.1","","88.48","","","","","","NA"
"2019-04-20 04:00","2019","04","20","04:00","1.3","","-0.3","","89","","36","","1","","24.1","","88.52","","","","","","NA"
"2019-04-20 05:00","2019","04","20","05:00","1.2","","-0.9","","86","","33","","4","","24.1","","88.59","","","","","","Mostly Cloudy"
"2019-04-20 06:00","2019","04","20","06:00","0.9","","-1.7","","83","","34","","10","","48.3","","88.64","","","","","","NA"
"2019-04-20 07:00","2019","04","20","07:00","1.6","","-1.0","","82","","35","","9","","48.3","","88.68","","","","","","NA"
"2019-04-20 08:00","2019","04","20","08:00","3.7","","-0.8","","72","","34","","14","","48.3","","88.73","","","","","","Mostly Cloudy"
"2019-04-20 09:00","2019","04","20","09:00","5.6","","-1.5","","60","","36","","17","","22.5","","88.74","","","","","","Snow Showers"
"2019-04-20 10:00","2019","04","20","10:00","6.8","","-4.7","","44","","2","","14","","48.3","","88.77","","","","","","NA"
"2019-04-20 11:00","2019","04","20","11:00","7.6","","-4.8","","41","","4","","13","","48.3","","88.80","","","","","","Mostly Cloudy"
"2019-04-20 12:00","2019","04","20","12:00","7.7","","-5.2","","40","","1","","17","","64.4","","88.79","","","","","","NA"
"2019-04-20 13:00","2019","04","20","13:00","7.8","","-4.0","","43","","1","","13","","64.4","","88.79","","","","","","NA"
"2019-04-20 14:00","2019","04","20","14:00","7.8","","-4.4","","42","","4","","8","","56.3","","88.79","","","","","","Mostly Cloudy"
"2019-04-20 15:00","2019","04","20","15:00","9.6","","-4.2","","37","","26","","7","","40.2","","88.77","","","","","","NA"
"2019-04-20 16:00","2019","04","20","16:00","10.9","","-4.2","","34","","15","","9","","40.2","","88.77","","","","","","NA"
"2019-04-20 17:00","2019","04","20","17:00","9.7","","-5.3","","34","","2","","3","","40.2","","88.78","","","","","","Mainly Clear"
"2019-04-20 18:00","2019","04","20","18:00","9.1","","-4.8","","37","","8","","12","","40.2","","88.84","","","","","","NA"
"2019-04-20 19:00","2019","04","20","19:00","8.2","","-4.3","","41","","4","","20","","32.2","","88.90","","","","","","NA"
"2019-04-20 20:00","2019","04","20","20:00","6.5","","-3.8","","48","","6","","12","","24.1","","88.97","","","","","","Mostly Cloudy"
"2019-04-20 21:00","2019","04","20","21:00","5.9","","-3.2","","52","","4","","11","","24.1","","89.03","","","","","","NA"
"2019-04-20 22:00","2019","04","20","22:00","5.9","","-3.0","","53","","6","","7","","24.1","","89.08","","","","","","NA"
"2019-04-20 23:00","2019","04","20","23:00","5.0","","-2.9","","56","","36","","9","","24.1","","89.14","","","","","","Mostly Cloudy"
"2019-04-21 00:00","2019","04","21","00:00","4.3","","-1.2","","67","","36","","2","","24.1","","89.18","","","","","","NA"
"2019-04-21 01:00","2019","04","21","01:00","5.0","","-1.9","","61","","32","","7","","24.1","","89.26","","","","","","NA"
"2019-04-21 02:00","2019","04","21","02:00","3.4","","-5.3","","53","","4","","9","","24.1","","89.29","","","","","","Mostly Cloudy"
"2019-04-21 03:00","2019","04","21","03:00","3.4","","-5.8","","51","","34","","3","","24.1","","89.31","","","","","","NA"
"2019-04-21 04:00","2019","04","21","04:00","3.5","","-6.1","","49","","0","","1","","24.1","","89.34","","","","","","NA"
"2019-04-21 05:00","2019","04","21","05:00","1.2","","-7.1","","54","","36","","5","","24.1","","89.38","","","","","","Mainly Clear"
"2019-04-21 06:00","2019","04","21","06:00","0.7","","-5.9","","61","","33","","5","","48.3","","89.42","","","","","","NA"
"2019-04-21 07:00","2019","04","21","07:00","2.5","","-5.0","","58","","34","","4","","64.4","","89.45","","","","","","NA"
"2019-04-21 08:00","2019","04","21","08:00","4.6","","-4.9","","50","","26","","3","","64.4","","89.45","","","","","","Clear"
"2019-04-21 09:00","2019","04","21","09:00","7.3","","-3.0","","48","","18","","12","","64.4","","89.43","","","","","","NA"
"2019-04-21 10:00","2019","04","21","10:00","9.4","","-2.2","","44","","17","","19","","64.4","","89.43","","","","","","NA"
"2019-04-21 11:00","2019","04","21","11:00","10.8","","-2.4","","39","","19","","14","","64.4","","89.42","","","","","","Mainly Clear"
"2019-04-21 12:00","2019","04","21","12:00","12.8","","-3.1","","33","","16","","18","","64.4","","89.35","","","","","","NA"
"2019-04-21 13:00","2019","04","21","13:00","14.7","","-5.6","","24","","25","","9","","64.4","","89.30","","","","","","NA"
"2019-04-21 14:00","2019","04","21","14:00","14.4","","-9.0","","19","","18","","11","","64.4","","89.25","","","","","","Mainly Clear"
"2019-04-21 15:00","2019","04","21","15:00","15.9","","-8.3","","18","","30","","6","","64.4","","89.21","","","","","","NA"
"2019-04-21 16:00","2019","04","21","16:00","15.9","","-6.9","","20","","36","","3","","64.4","","89.14","","","","","","NA"
"2019-04-21 17:00","2019","04","21","17:00","15.6","","-7.9","","19","","19","","21","","64.4","","89.14","","","","","","Mainly Clear"
"2019-04-21 18:00","2019","04","21","18:00","15.4","","-5.4","","23","","16","","23","","64.4","","89.12","","","","","","NA"
"2019-04-21 19:00","2019","04","21","19:00","13.3","","-4.0","","30","","18","","17","","64.4","","89.13","","","","","","NA"
"2019-04-21 20:00","2019","04","21","20:00","11.1","","-4.4","","33","","17","","17","","64.4","","89.17","","","","","","Mainly Clear"
"2019-04-21 21:00","2019","04","21","21:00","11.4","","-4.1","","33","","15","","29","","24.1","","89.19","","","","","","NA"
"2019-04-21 22:00","2019","04","21","22:00","8.1","","-3.9","","43","","19","","10","","24.1","","89.22","","","","","","NA"
"2019-04-21 23:00","2019","04","21","23:00","7.6","","-3.4","","46","","20","","8","","24.1","","89.22","","","","","","Mainly Clear"
"2019-04-22 00:00","2019","04","22","00:00","7.7","","-6.4","","36","","23","","8","","24.1","","89.26","","","","","","NA"
"2019-04-22 01:00","2019","04","22","01:00","4.4","","-6.2","","46","","31","","6","","24.1","","89.28","","","","","","NA"
"2019-04-22 02:00","2019","04","22","02:00","2.4","","-9.5","","41","","2","","4","","24.1","","89.25","","","","","","Clear"
"2019-04-22 03:00","2019","04","22","03:00","2.1","","-8.6","","45","","19","","4","","24.1","","89.22","","","","","","NA"
"2019-04-22 04:00","2019","04","22","04:00","1.2","","-10.5","","41","","21","","4","","24.1","","89.21","","","","","","NA"
"2019-04-22 05:00","2019","04","22","05:00","0.7","","-9.9","","45","","22","","7","","48.3","","89.18","","","","","","Mainly Clear"
"2019-04-22 06:00","2019","04","22","06:00","2.0","","-10.3","","40","","20","","7","","64.4","","89.12","","","","","","NA"
"2019-04-22 07:00","2019","04","22","07:00","4.4","","-7.9","","41","","19","","10","","64.4","","89.11","","","","","","NA"
"2019-04-22 08:00","2019","04","22","08:00","7.4","","-9.1","","30","","21","","8","","64.4","","89.08","","","","","","Mainly Clear"
"2019-04-22 09:00","2019","04","22","09:00","10.9","","-8.3","","25","","19","","8","","64.4","","88.99","","","","","","NA"
"2019-04-22 10:00","2019","04","22","10:00","14.8","","-7.1","","21","","18","","18","","64.4","","88.88","","","","","","NA"
"2019-04-22 11:00","2019","04","22","11:00","16.7","","-6.3","","20","","18","","14","","64.4","","88.74","","","","","","Mainly Clear"
"2019-04-22 12:00","2019","04","22","12:00","17.6","","-6.3","","19","","25","","12","","64.4","","88.61","","","","","","NA"
"2019-04-22 13:00","2019","04","22","13:00","17.7","","-4.6","","21","","28","","23","","64.4","","88.55","","","","","","NA"
"2019-04-22 14:00","2019","04","22","14:00","17.4","","-3.5","","24","","26","","7","","64.4","","88.47","","","","","","Cloudy"
"2019-04-22 15:00","2019","04","22","15:00","18.0","","-4.0","","22","","28","","16","","64.4","","88.44","","","","","","NA"
"2019-04-22 16:00","2019","04","22","16:00","19.6","","-2.9","","21","","22","","13","","64.4","","88.37","","","","","","NA"
"2019-04-22 17:00","2019","04","22","17:00","18.5","","-2.8","","23","","27","","22","","64.4","","88.33","","","","","","Mostly Cloudy"
"2019-04-22 18:00","2019","04","22","18:00","17.7","","-2.0","","26","","29","","34","","64.4","","88.34","","","","","","NA"
"2019-04-22 19:00","2019","04","22","19:00","17.0","","-1.4","","28","","28","","40","","32.2","","88.29","","","","","","NA"
"2019-04-22 20:00","2019","04","22","20:00","15.0","","-2.1","","31","","28","","36","","32.2","","88.34","","","","","","Mostly Cloudy"
"2019-04-22 21:00","2019","04","22","21:00","13.4","","-1.9","","34","","27","","17","","24.1","","88.42","","","","","","NA"
"2019-04-22 22:00","2019","04","22","22:00","12.3","","-2.5","","35","","26","","20","","24.1","","88.41","","","","","","NA"
"2019-04-22 23:00","2019","04","22","23:00","11.1","","-3.1","","37","","29","","16","","24.1","","88.44","","","","","","Mainly Clear"
"2019-04-23 00:00","2019","04","23","00:00","12.3","","-4.1","","31","","27","","24","","24.1","","88.46","","","","","","NA"
"2019-04-23 01:00","2019","04","23","01:00","12.2","","-4.4","","31","","27","","23","","24.1","","88.45","","","","","","NA"
"2019-04-23 02:00","2019","04","23","02:00","11.3","","-4.1","","34","","24","","9","","24.1","","88.44","","","","","","Mainly Clear"
"2019-04-23 03:00","2019","04","23","03:00","11.6","","-4.4","","32","","25","","9","","24.1","","88.45","","","","","","NA"
"2019-04-23 04:00","2019","04","23","04:00","7.7","","-3.7","","44","","7","","10","","24.1","","88.47","","","","","","NA"
"2019-04-23 05:00","2019","04","23","05:00","10.1","","-4.0","","37","","36","","4","","32.2","","88.48","","","","","","Mostly Cloudy"
"2019-04-23 06:00","2019","04","23","06:00","8.9","","-3.6","","41","","34","","3","","48.3","","88.51","","","","","","NA"
"2019-04-23 07:00","2019","04","23","07:00","10.3","","-3.2","","39","","23","","4","","64.4","","88.57","","","","","","NA"
"2019-04-23 08:00","2019","04","23","08:00","11.8","","-3.4","","34","","31","","11","","64.4","","88.58","","","","","","Mostly Cloudy"
"2019-04-23 09:00","2019","04","23","09:00","12.7","","-4.3","","30","","30","","21","","64.4","","88.56","","","","","","NA"
"2019-04-23 10:00","2019","04","23","10:00","14.0","","-4.9","","27","","30","","21","","64.4","","88.55","","","","","","NA"
"2019-04-23 11:00","2019","04","23","11:00","14.6","","-5.6","","24","","28","","17","","64.4","","88.51","","","","","","Mostly Cloudy"
"2019-04-23 12:00","2019","04","23","12:00","15.3","","-6.3","","22","","31","","19","","64.4","","88.42","","","","","","NA"
"2019-04-23 13:00","2019","04","23","13:00","16.7","","-6.8","","19","","27","","27","","64.4","","88.39","","","","","","NA"
"2019-04-23 14:00","2019","04","23","14:00","16.9","","-7.1","","19","","30","","30","","64.4","","88.40","","","","","","Mainly Clear"
"2019-04-23 15:00","2019","04","23","15:00","16.5","","-7.2","","19","","28","","29","","64.4","","88.38","","","","","","NA"
"2019-04-23 16:00","2019","04","23","16:00","16.5","","-8.8","","17","","29","","31","","64.4","","88.38","","","","","","NA"
"2019-04-23 17:00","2019","04","23","17:00","16.8","","-8.4","","17","","31","","22","","64.4","","88.42","","","","","","Mainly Clear"
"2019-04-23 18:00","2019","04","23","18:00","11.9","","-1.0","","41","","2","","31","","64.4","","88.52","","","","","","NA"
"2019-04-23 19:00","2019","04","23","19:00","11.2","","0.2","","46","","36","","14","","32.2","","88.58","","","","","","NA"
"2019-04-23 20:00","2019","04","23","20:00","7.5","","0.8","","62","","6","","10","","48.3","","88.62","","","","","","Mainly Clear"
"2019-04-23 21:00","2019","04","23","21:00","6.3","","0.9","","68","","1","","6","","24.1","","88.69","","","","","","NA"
"2019-04-23 22:00","2019","04","23","22:00","6.1","","0.3","","66","","33","","3","","24.1","","88.71","","","","","","NA"
"2019-04-23 23:00","2019","04","23","23:00","7.1","","0.2","","61","","26","","8","","24.1","","88.74","","","","","","Clear"
"2019-04-24 00:00","2019","04","24","00:00","3.0","","-1.6","","72","","34","","7","","24.1","","88.78","","","","","","Rain Showers"
"2019-04-24 01:00","2019","04","24","01:00","4.9","","-3.2","","56","","33","","13","","24.1","","88.81","","","","","","NA"
"2019-04-24 02:00","2019","04","24","02:00","4.5","","-2.9","","59","","34","","12","","24.1","","88.81","","","","","","Mostly Cloudy"
"2019-04-24 03:00","2019","04","24","03:00","3.8","","-3.7","","58","","35","","12","","16.1","","88.84","","","","","","NA"
"2019-04-24 04:00","2019","04","24","04:00","3.6","","-4.8","","54","","34","","12","","24.1","","88.84","","","","","","NA"
"2019-04-24 05:00","2019","04","24","05:00","3.1","","-5.9","","52","","35","","13","","32.2","","88.85","","","","","","Mainly Clear"
"2019-04-24 06:00","2019","04","24","06:00","2.3","","-6.0","","55","","34","","10","","64.4","","88.89","","","","","","NA"
"2019-04-24 07:00","2019","04","24","07:00","4.9","","-6.1","","45","","34","","8","","64.4","","88.93","","","","","","NA"
"2019-04-24 08:00","2019","04","24","08:00","6.9","","-7.0","","36","","4","","7","","64.4","","88.92","","","","","","Clear"
"2019-04-24 09:00","2019","04","24","09:00","8.4","","-7.6","","31","","36","","1","","64.4","","88.87","","","","","","NA"
"2019-04-24 10:00","2019","04","24","10:00","10.2","","-7.2","","28","","19","","12","","64.4","","88.81","","","","","","NA"
"2019-04-24 11:00","2019","04","24","11:00","11.0","","-5.9","","30","","17","","12","","56.3","","88.79","","","","","","Mainly Clear"
"2019-04-24 12:00","2019","04","24","12:00","12.4","","-7.3","","25","","30","","21","","64.4","","88.72","","","","","","NA"
"2019-04-24 13:00","2019","04","24","13:00","12.1","","-6.4","","27","","36","","17","","64.4","","88.71","","","","","","NA"
"2019-04-24 14:00","2019","04","24","14:00","11.1","","-5.1","","32","","2","","41","","56.3","","88.83","","","","","","Mainly Clear"
"2019-04-24 15:00","2019","04","24","15:00","8.7","","-1.8","","48","","3","","37","","40.2","","88.95","","","","","","NA"
"2019-04-24 16:00","2019","04","24","16:00","8.4","","-2.3","","47","","1","","30","","40.2","","89.03","","","","","","NA"
"2019-04-24 17:00","2019","04","24","17:00","8.2","","-3.0","","45","","2","","29","","40.2","","89.10","","","","","","Mainly Clear"
"2019-04-24 18:00","2019","04","24","18:00","7.2","","-3.6","","46","","2","","21","","40.2","","89.16","","","","","","NA"
"2019-04-24 19:00","2019","04","24","19:00","6.5","","-3.9","","47","","1","","27","","32.2","","89.22","","","","","","NA"
"2019-04-24 20:00","2019","04","24","20:00","4.2","","-4.2","","54","","36","","26","","24.1","","89.32","","","","","","Mainly Clear"
"2019-04-24 21:00","2019","04","24","21:00","4.0","","-5.6","","50","","34","","13","","24.1","","89.45","","","","","","NA"
"2019-04-24 22:00","2019","04","24","22:00","4.0","","-6.1","","48","","34","","17","","24.1","","89.57","","","","","","NA"
"2019-04-24 23:00","2019","04","24","23:00","2.7","","-7.1","","48","","36","","9","","24.1","","89.63","","","","","","Mostly Cloudy"
"2019-04-25 00:00","2019","04","25","00:00","2.4","","-7.8","","47","","35","","9","","24.1","","89.71","","","","","","NA"
"2019-04-25 01:00","2019","04","25","01:00","2.7","","-8.8","","43","","30","","6","","24.1","","89.76","","","","","","NA"
"2019-04-25 02:00","2019","04","25","02:00","1.7","","-11.3","","38","","35","","7","","24.1","","89.80","","","","","","Mostly Cloudy"
"2019-04-25 03:00","2019","04","25","03:00","1.2","","-12.0","","37","","36","","3","","24.1","","89.81","","","","","","NA"
"2019-04-25 04:00","2019","04","25","04:00","0.4","","-10.7","","43","","36","","1","","24.1","","89.82","","","","","","NA"
"2019-04-25 05:00","2019","04","25","05:00","-0.4","","-10.7","","46","","24","","5","","32.2","","89.82","","","","-2","","Mostly Cloudy"
"2019-04-25 06:00","2019","04","25","06:00","0.5","","-10.3","","44","","23","","6","","48.3","","89.81","","","","","","NA"
"2019-04-25 07:00","2019","04","25","07:00","1.5","","-10.8","","40","","22","","7","","64.4","","89.81","","","","","","NA"
"2019-04-25 08:00","2019","04","25","08:00","3.8","","-11.0","","33","","19","","18","","64.4","","89.76","","","","","","Mainly Clear"
"2019-04-25 09:00","2019","04","25","09:00","5.3","","-7.1","","40","","19","","26","","64.4","","89.69","","","","","","NA"
"2019-04-25 10:00","2019","04","25","10:00","6.6","","-4.3","","46","","17","","20","","64.4","","89.63","","","","","","NA"
"2019-04-25 11:00","2019","04","25","11:00","7.6","","-5.9","","38","","16","","9","","64.4","","89.57","","","","","","Mainly Clear"
"2019-04-25 12:00","2019","04","25","12:00","9.2","","-8.0","","29","","18","","15","","64.4","","89.49","","","","","","NA"
"2019-04-25 13:00","2019","04","25","13:00","10.4","","-10.2","","22","","29","","13","","64.4","","89.40","","","","","","NA"
"2019-04-25 14:00","2019","04","25","14:00","11.3","","-8.3","","24","","18","","7","","64.4","","89.32","","","","","","Mainly Clear"
"2019-04-25 15:00","2019","04","25","15:00","11.7","","-9.4","","22","","13","","19","","48.3","","89.26","","","","","","NA"
"2019-04-25 16:00","2019","04","25","16:00","11.9","","-9.7","","21","","13","","14","","48.3","","89.18","","","","","","NA"
"2019-04-25 17:00","2019","04","25","17:00","11.9","","-9.0","","22","","16","","14","","40.2","","89.13","","","","","","Mostly Cloudy"
"2019-04-25 18:00","2019","04","25","18:00","11.0","","-9.1","","23","","13","","16","","56.3","","89.10","","","","","","NA"
"2019-04-25 19:00","2019","04","25","19:00","9.9","","-9.7","","24","","10","","19","","32.2","","89.08","","","","","","NA"
"2019-04-25 20:00","2019","04","25","20:00","7.6","","-9.1","","30","","9","","16","","24.1","","89.08","","","","","","Mostly Cloudy"
"2019-04-25 21:00","2019","04","25","21:00","6.5","","-9.1","","32","","9","","12","","24.1","","89.10","","","","","","NA"
"2019-04-25 22:00","2019","04","25","22:00","5.8","","-9.2","","33","","10","","9","","24.1","","89.07","","","","","","NA"
"2019-04-25 23:00","2019","04","25","23:00","5.8","","-9.7","","32","","0","","1","","24.1","","89.02","","","","","","Mostly Cloudy"
"2019-04-26 00:00","2019","04","26","00:00","4.4","","-9.0","","37","","1","","7","","24.1","","88.98","","","","","","NA"
"2019-04-26 01:00","2019","04","26","01:00","1.8","","-8.9","","45","","35","","13","","24.1","","88.98","","","","","","NA"
"2019-04-26 02:00","2019","04","26","02:00","0.5","","-9.9","","46","","35","","17","","24.1","","88.92","","","","","","Mostly Cloudy"
"2019-04-26 03:00","2019","04","26","03:00","0.4","","-10.4","","44","","34","","15","","24.1","","88.89","","","","","","NA"
"2019-04-26 04:00","2019","04","26","04:00","0.4","","-10.5","","44","","34","","13","","24.1","","88.91","","","","","","NA"
"2019-04-26 05:00","2019","04","26","05:00"
